id;nome;descrição;preço;estoque
1324;Produto 1324;Descrição detalhada do Produto 1324;1271.34;493
1325;Produto 1325;Descrição detalhada do Produto 1325;1414.99;114
1326;Produto 1326;Descrição detalhada do Produto 1326;113.12;267
1327;Produto 1327;Descrição detalhada do Produto 1327;1057.43;140
1328;Produto 1328;Descrição detalhada do Produto 1328;1407.3;302
1329;Produto 1329;Descrição detalhada do Produto 1329;212.4;91
1330;Produto 1330;Descrição detalhada do Produto 1330;687.7;237
1331;Produto 1331;Descrição detalhada do Produto 1331;379.09;387
1332;Produto 1332;Descrição detalhada do Produto 1332;729.25;29
1333;Produto 1333;Descrição detalhada do Produto 1333;965.55;393
1334;Produto 1334;Descrição detalhada do Produto 1334;306.41;98
1335;Produto 1335;Descrição detalhada do Produto 1335;565.15;337
1336;Produto 1336;Descrição detalhada do Produto 1336;998.19;102
1337;Produto 1337;Descrição detalhada do Produto 1337;414.57;122
1338;Produto 1338;Descrição detalhada do Produto 1338;1007.7;236
1339;Produto 1339;Descrição detalhada do Produto 1339;1254.59;56
1340;Produto 1340;Descrição detalhada do Produto 1340;1003.41;195
1341;Produto 1341;Descrição detalhada do Produto 1341;751.6;406
1342;Produto 1342;Descrição detalhada do Produto 1342;1296.52;12
1343;Produto 1343;Descrição detalhada do Produto 1343;259.73;231
1344;Produto 1344;Descrição detalhada do Produto 1344;141.83;284
1345;Produto 1345;Descrição detalhada do Produto 1345;1290.14;445
1346;Produto 1346;Descrição detalhada do Produto 1346;524.62;472
1347;Produto 1347;Descrição detalhada do Produto 1347;1151.46;97
1348;Produto 1348;Descrição detalhada do Produto 1348;427.87;242
1349;Produto 1349;Descrição detalhada do Produto 1349;1325.7;396
1350;Produto 1350;Descrição detalhada do Produto 1350;1219.29;235
1351;Produto 1351;Descrição detalhada do Produto 1351;305.39;395
1352;Produto 1352;Descrição detalhada do Produto 1352;697.92;189
1353;Produto 1353;Descrição detalhada do Produto 1353;788.7;88
1354;Produto 1354;Descrição detalhada do Produto 1354;1340.16;355
1355;Produto 1355;Descrição detalhada do Produto 1355;883.44;27
1356;Produto 1356;Descrição detalhada do Produto 1356;1173.11;215
1357;Produto 1357;Descrição detalhada do Produto 1357;548.59;8
1358;Produto 1358;Descrição detalhada do Produto 1358;27.48;333
1359;Produto 1359;Descrição detalhada do Produto 1359;228.04;465
1360;Produto 1360;Descrição detalhada do Produto 1360;798.92;304
1361;Produto 1361;Descrição detalhada do Produto 1361;1171.77;188
1362;Produto 1362;Descrição detalhada do Produto 1362;492.58;278
1363;Produto 1363;Descrição detalhada do Produto 1363;1119.56;142
1364;Produto 1364;Descrição detalhada do Produto 1364;1424.34;124
1365;Produto 1365;Descrição detalhada do Produto 1365;1275.27;86
1366;Produto 1366;Descrição detalhada do Produto 1366;1476.07;16
1367;Produto 1367;Descrição detalhada do Produto 1367;446.46;227
1368;Produto 1368;Descrição detalhada do Produto 1368;1091.55;335
1369;Produto 1369;Descrição detalhada do Produto 1369;186.88;214
1370;Produto 1370;Descrição detalhada do Produto 1370;877.45;135
1371;Produto 1371;Descrição detalhada do Produto 1371;981.78;426
1372;Produto 1372;Descrição detalhada do Produto 1372;852.89;22
1373;Produto 1373;Descrição detalhada do Produto 1373;33.36;307
1374;Produto 1374;Descrição detalhada do Produto 1374;22.71;18
1375;Produto 1375;Descrição detalhada do Produto 1375;727.88;32
1376;Produto 1376;Descrição detalhada do Produto 1376;1462.45;295
1377;Produto 1377;Descrição detalhada do Produto 1377;832.15;461
1378;Produto 1378;Descrição detalhada do Produto 1378;1395.05;167
1379;Produto 1379;Descrição detalhada do Produto 1379;503.07;38
1380;Produto 1380;Descrição detalhada do Produto 1380;790.46;415
1381;Produto 1381;Descrição detalhada do Produto 1381;1189.66;454
1382;Produto 1382;Descrição detalhada do Produto 1382;482.75;320
1383;Produto 1383;Descrição detalhada do Produto 1383;259.7;315
1384;Produto 1384;Descrição detalhada do Produto 1384;12.7;372
1385;Produto 1385;Descrição detalhada do Produto 1385;305.81;201
1386;Produto 1386;Descrição detalhada do Produto 1386;1489.1;193
1387;Produto 1387;Descrição detalhada do Produto 1387;145.98;414
1388;Produto 1388;Descrição detalhada do Produto 1388;507.24;457
1389;Produto 1389;Descrição detalhada do Produto 1389;1082.81;136
1390;Produto 1390;Descrição detalhada do Produto 1390;136.25;4
1391;Produto 1391;Descrição detalhada do Produto 1391;484.2;387
1392;Produto 1392;Descrição detalhada do Produto 1392;843.64;44
1393;Produto 1393;Descrição detalhada do Produto 1393;179.76;417
1394;Produto 1394;Descrição detalhada do Produto 1394;871.24;425
1395;Produto 1395;Descrição detalhada do Produto 1395;299.52;6
1396;Produto 1396;Descrição detalhada do Produto 1396;955.16;234
1397;Produto 1397;Descrição detalhada do Produto 1397;629.95;270
1398;Produto 1398;Descrição detalhada do Produto 1398;234.96;263
1399;Produto 1399;Descrição detalhada do Produto 1399;567.14;261
1400;Produto 1400;Descrição detalhada do Produto 1400;507.41;193
1401;Produto 1401;Descrição detalhada do Produto 1401;190.15;315
1402;Produto 1402;Descrição detalhada do Produto 1402;1464.57;155
1403;Produto 1403;Descrição detalhada do Produto 1403;686.32;318
1404;Produto 1404;Descrição detalhada do Produto 1404;1358.37;230
1405;Produto 1405;Descrição detalhada do Produto 1405;273.72;496
1406;Produto 1406;Descrição detalhada do Produto 1406;168.16;423
1407;Produto 1407;Descrição detalhada do Produto 1407;499.64;123
1408;Produto 1408;Descrição detalhada do Produto 1408;1303.02;127
1409;Produto 1409;Descrição detalhada do Produto 1409;1144.19;123
1410;Produto 1410;Descrição detalhada do Produto 1410;268.03;469
1411;Produto 1411;Descrição detalhada do Produto 1411;1368.69;340
1412;Produto 1412;Descrição detalhada do Produto 1412;1133.11;347
1413;Produto 1413;Descrição detalhada do Produto 1413;1380.49;89
1414;Produto 1414;Descrição detalhada do Produto 1414;1404.15;446
1415;Produto 1415;Descrição detalhada do Produto 1415;274.87;388
1416;Produto 1416;Descrição detalhada do Produto 1416;574.69;211
1417;Produto 1417;Descrição detalhada do Produto 1417;1021.4;330
1418;Produto 1418;Descrição detalhada do Produto 1418;388.61;99
1419;Produto 1419;Descrição detalhada do Produto 1419;424.85;422
1420;Produto 1420;Descrição detalhada do Produto 1420;1386.85;109
1421;Produto 1421;Descrição detalhada do Produto 1421;872.91;385
1422;Produto 1422;Descrição detalhada do Produto 1422;1001.89;9
1423;Produto 1423;Descrição detalhada do Produto 1423;1277.74;0
1424;Produto 1424;Descrição detalhada do Produto 1424;280.38;255
1425;Produto 1425;Descrição detalhada do Produto 1425;730.66;406
1426;Produto 1426;Descrição detalhada do Produto 1426;1341.57;281
1427;Produto 1427;Descrição detalhada do Produto 1427;423.87;461
1428;Produto 1428;Descrição detalhada do Produto 1428;947.79;29
1429;Produto 1429;Descrição detalhada do Produto 1429;1056.26;1
1430;Produto 1430;Descrição detalhada do Produto 1430;812.16;303
1431;Produto 1431;Descrição detalhada do Produto 1431;232.14;203
1432;Produto 1432;Descrição detalhada do Produto 1432;142.69;165
1433;Produto 1433;Descrição detalhada do Produto 1433;375.1;24
1434;Produto 1434;Descrição detalhada do Produto 1434;888.67;93
1435;Produto 1435;Descrição detalhada do Produto 1435;1150.54;6
1436;Produto 1436;Descrição detalhada do Produto 1436;1286.96;75
1437;Produto 1437;Descrição detalhada do Produto 1437;1226.43;80
1438;Produto 1438;Descrição detalhada do Produto 1438;573.43;368
1439;Produto 1439;Descrição detalhada do Produto 1439;129.89;333
1440;Produto 1440;Descrição detalhada do Produto 1440;128.71;170
1441;Produto 1441;Descrição detalhada do Produto 1441;456.75;5
1442;Produto 1442;Descrição detalhada do Produto 1442;927.48;476
1443;Produto 1443;Descrição detalhada do Produto 1443;1085.04;418
1444;Produto 1444;Descrição detalhada do Produto 1444;52.63;13
1445;Produto 1445;Descrição detalhada do Produto 1445;623.58;64
1446;Produto 1446;Descrição detalhada do Produto 1446;608.65;192
1447;Produto 1447;Descrição detalhada do Produto 1447;1445.17;304
1448;Produto 1448;Descrição detalhada do Produto 1448;469.82;157
1449;Produto 1449;Descrição detalhada do Produto 1449;165.92;339
1450;Produto 1450;Descrição detalhada do Produto 1450;220.22;285
1451;Produto 1451;Descrição detalhada do Produto 1451;576.71;446
1452;Produto 1452;Descrição detalhada do Produto 1452;1148.29;399
1453;Produto 1453;Descrição detalhada do Produto 1453;472.19;182
1454;Produto 1454;Descrição detalhada do Produto 1454;627.07;165
1455;Produto 1455;Descrição detalhada do Produto 1455;1218.45;274
1456;Produto 1456;Descrição detalhada do Produto 1456;215.27;236
1457;Produto 1457;Descrição detalhada do Produto 1457;533.32;434
1458;Produto 1458;Descrição detalhada do Produto 1458;695.87;87
1459;Produto 1459;Descrição detalhada do Produto 1459;1061.57;484
1460;Produto 1460;Descrição detalhada do Produto 1460;841.49;338
1461;Produto 1461;Descrição detalhada do Produto 1461;1148.37;113
1462;Produto 1462;Descrição detalhada do Produto 1462;380.71;71
1463;Produto 1463;Descrição detalhada do Produto 1463;501.14;261
1464;Produto 1464;Descrição detalhada do Produto 1464;1475.53;117
1465;Produto 1465;Descrição detalhada do Produto 1465;656.13;449
1466;Produto 1466;Descrição detalhada do Produto 1466;201.53;407
1467;Produto 1467;Descrição detalhada do Produto 1467;61.04;246
1468;Produto 1468;Descrição detalhada do Produto 1468;684.01;323
1469;Produto 1469;Descrição detalhada do Produto 1469;380.51;138
1470;Produto 1470;Descrição detalhada do Produto 1470;337.94;34
1471;Produto 1471;Descrição detalhada do Produto 1471;38.7;397
1472;Produto 1472;Descrição detalhada do Produto 1472;1151.8;375
1473;Produto 1473;Descrição detalhada do Produto 1473;1214.18;305
1474;Produto 1474;Descrição detalhada do Produto 1474;1483.93;196
1475;Produto 1475;Descrição detalhada do Produto 1475;542.56;471
1476;Produto 1476;Descrição detalhada do Produto 1476;1049.06;173
1477;Produto 1477;Descrição detalhada do Produto 1477;1216.18;201
1478;Produto 1478;Descrição detalhada do Produto 1478;737.91;456
1479;Produto 1479;Descrição detalhada do Produto 1479;447.07;271
1480;Produto 1480;Descrição detalhada do Produto 1480;1195.82;236
1481;Produto 1481;Descrição detalhada do Produto 1481;681.91;368
1482;Produto 1482;Descrição detalhada do Produto 1482;244.83;298
1483;Produto 1483;Descrição detalhada do Produto 1483;957.77;267
1484;Produto 1484;Descrição detalhada do Produto 1484;943.3;59
1485;Produto 1485;Descrição detalhada do Produto 1485;979.31;124
1486;Produto 1486;Descrição detalhada do Produto 1486;404.58;422
1487;Produto 1487;Descrição detalhada do Produto 1487;204.8;70
1488;Produto 1488;Descrição detalhada do Produto 1488;492.38;188
1489;Produto 1489;Descrição detalhada do Produto 1489;179.67;218
1490;Produto 1490;Descrição detalhada do Produto 1490;505.37;39
1491;Produto 1491;Descrição detalhada do Produto 1491;1148.78;36
1492;Produto 1492;Descrição detalhada do Produto 1492;9.51;128
1493;Produto 1493;Descrição detalhada do Produto 1493;1485.87;417
1494;Produto 1494;Descrição detalhada do Produto 1494;756.87;319
1495;Produto 1495;Descrição detalhada do Produto 1495;1123.46;318
1496;Produto 1496;Descrição detalhada do Produto 1496;900.44;338
1497;Produto 1497;Descrição detalhada do Produto 1497;1012.6;116
1498;Produto 1498;Descrição detalhada do Produto 1498;946.33;461
1499;Produto 1499;Descrição detalhada do Produto 1499;1441.74;289
1500;Produto 1500;Descrição detalhada do Produto 1500;1030.51;373
1501;Produto 1501;Descrição detalhada do Produto 1501;746.22;268
1502;Produto 1502;Descrição detalhada do Produto 1502;1394.91;249
1503;Produto 1503;Descrição detalhada do Produto 1503;1482.66;85
1504;Produto 1504;Descrição detalhada do Produto 1504;906.79;379
1505;Produto 1505;Descrição detalhada do Produto 1505;650.07;220
1506;Produto 1506;Descrição detalhada do Produto 1506;1410.43;196
1507;Produto 1507;Descrição detalhada do Produto 1507;550.27;331
1508;Produto 1508;Descrição detalhada do Produto 1508;974.41;345
1509;Produto 1509;Descrição detalhada do Produto 1509;1057.39;242
1510;Produto 1510;Descrição detalhada do Produto 1510;1197.12;78
1511;Produto 1511;Descrição detalhada do Produto 1511;25.22;44
1512;Produto 1512;Descrição detalhada do Produto 1512;596.62;499
1513;Produto 1513;Descrição detalhada do Produto 1513;213.37;427
1514;Produto 1514;Descrição detalhada do Produto 1514;730.69;283
1515;Produto 1515;Descrição detalhada do Produto 1515;1215.99;224
1516;Produto 1516;Descrição detalhada do Produto 1516;1346.0;359
1517;Produto 1517;Descrição detalhada do Produto 1517;645.51;381
1518;Produto 1518;Descrição detalhada do Produto 1518;90.66;195
1519;Produto 1519;Descrição detalhada do Produto 1519;1360.61;278
1520;Produto 1520;Descrição detalhada do Produto 1520;1173.93;101
1521;Produto 1521;Descrição detalhada do Produto 1521;546.53;172
1522;Produto 1522;Descrição detalhada do Produto 1522;629.44;286
1523;Produto 1523;Descrição detalhada do Produto 1523;600.85;296
1524;Produto 1524;Descrição detalhada do Produto 1524;1028.82;239
1525;Produto 1525;Descrição detalhada do Produto 1525;1221.56;412
1526;Produto 1526;Descrição detalhada do Produto 1526;1239.24;243
1527;Produto 1527;Descrição detalhada do Produto 1527;593.58;351
1528;Produto 1528;Descrição detalhada do Produto 1528;717.73;285
1529;Produto 1529;Descrição detalhada do Produto 1529;1352.62;136
1530;Produto 1530;Descrição detalhada do Produto 1530;1116.33;70
1531;Produto 1531;Descrição detalhada do Produto 1531;1266.89;476
1532;Produto 1532;Descrição detalhada do Produto 1532;1492.08;107
1533;Produto 1533;Descrição detalhada do Produto 1533;1407.7;53
1534;Produto 1534;Descrição detalhada do Produto 1534;739.33;494
1535;Produto 1535;Descrição detalhada do Produto 1535;146.53;473
1536;Produto 1536;Descrição detalhada do Produto 1536;762.32;320
1537;Produto 1537;Descrição detalhada do Produto 1537;595.82;206
1538;Produto 1538;Descrição detalhada do Produto 1538;759.39;388
1539;Produto 1539;Descrição detalhada do Produto 1539;1297.67;212
1540;Produto 1540;Descrição detalhada do Produto 1540;1469.38;285
1541;Produto 1541;Descrição detalhada do Produto 1541;1265.99;418
1542;Produto 1542;Descrição detalhada do Produto 1542;97.3;442
1543;Produto 1543;Descrição detalhada do Produto 1543;820.47;277
1544;Produto 1544;Descrição detalhada do Produto 1544;1079.24;388
1545;Produto 1545;Descrição detalhada do Produto 1545;86.98;176
1546;Produto 1546;Descrição detalhada do Produto 1546;441.74;286
1547;Produto 1547;Descrição detalhada do Produto 1547;140.57;296
1548;Produto 1548;Descrição detalhada do Produto 1548;328.1;18
1549;Produto 1549;Descrição detalhada do Produto 1549;1148.48;262
1550;Produto 1550;Descrição detalhada do Produto 1550;243.97;79
1551;Produto 1551;Descrição detalhada do Produto 1551;1252.73;418
1552;Produto 1552;Descrição detalhada do Produto 1552;829.32;392
1553;Produto 1553;Descrição detalhada do Produto 1553;445.48;283
1554;Produto 1554;Descrição detalhada do Produto 1554;416.26;198
1555;Produto 1555;Descrição detalhada do Produto 1555;119.7;94
1556;Produto 1556;Descrição detalhada do Produto 1556;348.35;176
1557;Produto 1557;Descrição detalhada do Produto 1557;709.63;383
1558;Produto 1558;Descrição detalhada do Produto 1558;1085.95;243
